SampleID,SubjectID,commonloungetime_hr,floor,hoursoutside,lastshower_day,personalvcommon,plants,roomateids,roomates,sample_type,samplenum,sex,sheetwashfreq_week,subjectid,surface,surfaceaggregated,surfacegroup,timepoint,washlast_day,windowsopenhours
30.Bed.Sheet.2,30,15,6,16,0.21,Personal,0,8,1,surface,101,female,2,30,Bed.Sheet,Bed Sheet,Hand,2,7,2
30.Bed.Sheet.3,30,20,6,8,1.25,Personal,0,8,1,surface,427,female,2,30,Bed.Sheet,Bed Sheet,Hand,3,21,3
30.Bed.Sheet.4,30,24,6,3,0.46,Personal,0,8,1,surface,641,female,5,30,Bed.Sheet,Bed Sheet,Hand,4,5,60
30.Desk.2,30,15,6,16,0.21,Personal,0,8,1,surface,109,female,2,30,Desk,Desk,Hand,2,7,2
30.Desk.3,30,20,6,8,1.25,Personal,0,8,1,surface,431,female,2,30,Desk,Desk,Hand,3,21,3
30.Desk.4,30,24,6,3,0.46,Personal,0,8,1,surface,637,female,5,30,Desk,Desk,Hand,4,5,60
30.Door.Handle.2,30,15,6,16,0.21,Personal,0,8,1,surface,117,female,2,30,Door.Handle,Door Handle,Hand,2,7,2
30.Door.Handle.4,30,24,6,3,0.46,Personal,0,8,1,surface,639,female,5,30,Door.Handle,Door Handle,Hand,4,5,60
30.Floor.2,30,15,6,16,0.21,Personal,0,8,1,surface,125,female,2,30,Floor,Floor,Floor,2,7,2
30.Floor.4,30,24,6,3,0.46,Personal,0,8,1,surface,638,female,5,30,Floor,Floor,Floor,4,5,60
30.Hand.1,30,NA,6,NA,NA,Personal,NA,8,1,skin,8,female,NA,30,Hand,Hand,Hand,1,NA,NA
30.Hand.2,30,15,6,16,0.21,Personal,0,8,1,skin,141,female,2,30,Hand,Hand,Hand,2,7,2
30.Hand.3,30,20,6,8,1.25,Personal,0,8,1,skin,428,female,2,30,Hand,Hand,Hand,3,21,3
30.Hand.4,30,24,6,3,0.46,Personal,0,8,1,skin,642,female,5,30,Hand,Hand,Hand,4,5,60
30.Shoe.2,30,15,6,16,0.21,Personal,0,8,1,surface,133,female,2,30,Shoe,Shoe,Floor,2,7,2
30.Shoe.4,30,24,6,3,0.46,Personal,0,8,1,surface,640,female,5,30,Shoe,Shoe,Floor,4,5,60
31.Bed.Sheet.2,31,0,5,2,0.83,Personal,0,Outside Study,1,surface,478,female,4,31,Bed.Sheet,Bed Sheet,Hand,2,1,0
31.Bed.Sheet.4,31,0,5,12,0.54,Personal,0,Outside Study,1,surface,644,female,4,31,Bed.Sheet,Bed Sheet,Hand,4,28,19
31.Desk.2,31,0,5,2,0.83,Personal,0,Outside Study,1,surface,476,female,4,31,Desk,Desk,Hand,2,1,0
31.Door.Handle.2,31,0,5,2,0.83,Personal,0,Outside Study,1,surface,480,female,4,31,Door.Handle,Door Handle,Hand,2,1,0
31.Floor.2,31,0,5,2,0.83,Personal,0,Outside Study,1,surface,477,female,4,31,Floor,Floor,Floor,2,1,0
31.Hand.1,31,NA,5,NA,NA,Personal,NA,Outside Study,1,skin,12,female,NA,31,Hand,Hand,Hand,1,NA,NA
31.Hand.4,31,0,5,12,0.54,Personal,0,Outside Study,1,skin,647,female,4,31,Hand,Hand,Hand,4,28,19
31.Shoe.2,31,0,5,2,0.83,Personal,0,Outside Study,1,surface,475,female,4,31,Shoe,Shoe,Floor,2,1,0
31.Shoe.4,31,0,5,12,0.54,Personal,0,Outside Study,1,surface,643,female,4,31,Shoe,Shoe,Floor,4,28,19
32.Bed.Sheet.3,32,NA,8,NA,NA,Personal,NA,NA,0,surface,558,male,NA,32,Bed.Sheet,Bed Sheet,Hand,3,NA,NA
32.Bed.Sheet.4,32,10,8,5,0.42,Personal,0,NA,0,surface,655,male,2,32,Bed.Sheet,Bed Sheet,Hand,4,14,72
32.Desk.2,32,3,8,15,0.75,Personal,0,NA,0,surface,572,male,2,32,Desk,Desk,Hand,2,14,0
32.Desk.3,32,NA,8,NA,NA,Personal,NA,NA,0,surface,554,male,NA,32,Desk,Desk,Hand,3,NA,NA
32.Desk.4,32,10,8,5,0.42,Personal,0,NA,0,surface,652,male,2,32,Desk,Desk,Hand,4,14,72
32.Door.Handle.2,32,3,8,15,0.75,Personal,0,NA,0,surface,575,male,2,32,Door.Handle,Door Handle,Hand,2,14,0
32.Door.Handle.3,32,NA,8,NA,NA,Personal,NA,NA,0,surface,556,male,NA,32,Door.Handle,Door Handle,Hand,3,NA,NA
32.Door.Handle.4,32,10,8,5,0.42,Personal,0,NA,0,surface,654,male,2,32,Door.Handle,Door Handle,Hand,4,14,72
32.Floor.2,32,3,8,15,0.75,Personal,0,NA,0,surface,571,male,2,32,Floor,Floor,Floor,2,14,0
32.Floor.3,32,NA,8,NA,NA,Personal,NA,NA,0,surface,555,male,NA,32,Floor,Floor,Floor,3,NA,NA
32.Floor.4,32,10,8,5,0.42,Personal,0,NA,0,surface,650,male,2,32,Floor,Floor,Floor,4,14,72
32.Hand.1,32,NA,8,NA,NA,Personal,NA,NA,0,skin,23,male,NA,32,Hand,Hand,Hand,1,NA,NA
32.Hand.2,32,3,8,15,0.75,Personal,0,NA,0,skin,573,male,2,32,Hand,Hand,Hand,2,14,0
32.Hand.3,32,NA,8,NA,NA,Personal,NA,NA,0,skin,553,male,NA,32,Hand,Hand,Hand,3,NA,NA
32.Hand.4,32,10,8,5,0.42,Personal,0,NA,0,skin,653,male,2,32,Hand,Hand,Hand,4,14,72
32.Shoe.2,32,3,8,15,0.75,Personal,0,NA,0,surface,574,male,2,32,Shoe,Shoe,Floor,2,14,0
32.Shoe.3,32,NA,8,NA,NA,Personal,NA,NA,0,surface,557,male,NA,32,Shoe,Shoe,Floor,3,NA,NA
32.Shoe.4,32,10,8,5,0.42,Personal,0,NA,0,surface,651,male,2,32,Shoe,Shoe,Floor,4,14,72
33.Bed.Sheet.2,33,2,8,2,0.27,Personal,0,NA,0,surface,392,female,1,33,Bed.Sheet,Bed Sheet,Hand,2,7,0
33.Desk.2,33,2,8,2,0.27,Personal,0,NA,0,surface,394,female,1,33,Desk,Desk,Hand,2,7,0
33.Desk.3,33,1,8,5,0.13,Personal,0,NA,0,surface,406,female,1,33,Desk,Desk,Hand,3,0,48
33.Door.Handle.3,33,1,8,5,0.13,Personal,0,NA,0,surface,404,female,1,33,Door.Handle,Door Handle,Hand,3,0,48
33.Floor.2,33,2,8,2,0.27,Personal,0,NA,0,surface,395,female,1,33,Floor,Floor,Floor,2,7,0
33.Floor.3,33,1,8,5,0.13,Personal,0,NA,0,surface,405,female,1,33,Floor,Floor,Floor,3,0,48
33.Hand.1,33,NA,8,NA,NA,Personal,NA,NA,0,skin,22,female,NA,33,Hand,Hand,Hand,1,NA,NA
33.Hand.2,33,2,8,2,0.27,Personal,0,NA,0,skin,393,female,1,33,Hand,Hand,Hand,2,7,0
33.Hand.3,33,1,8,5,0.13,Personal,0,NA,0,skin,408,female,1,33,Hand,Hand,Hand,3,0,48
33.Shoe.2,33,2,8,2,0.27,Personal,0,NA,0,surface,396,female,1,33,Shoe,Shoe,Floor,2,7,0
33.Shoe.3,33,1,8,5,0.13,Personal,0,NA,0,surface,407,female,1,33,Shoe,Shoe,Floor,3,0,48
34.Hand.1,34,NA,,NA,NA,Personal,NA,NA,NA,skin,21,NA,NA,34,Hand,Hand,Hand,1,NA,NA
35.Bed.Sheet.2,35,0,8,9,0.29,Personal,0,"28, 36, 29",3,surface,527,male,0.5,35,Bed.Sheet,Bed Sheet,Hand,2,14,0
35.Bed.Sheet.3,35,NA,8,NA,NA,Personal,NA,"28, 36, 29",3,surface,519,male,NA,35,Bed.Sheet,Bed Sheet,Hand,3,NA,NA
35.Bed.Sheet.4,35,2,8,18,0.04,Personal,0,"28, 36, 29",3,surface,649,male,2,35,Bed.Sheet,Bed Sheet,Hand,4,7,6
35.Desk.2,35,0,8,9,0.29,Personal,0,"28, 36, 29",3,surface,528,male,0.5,35,Desk,Desk,Hand,2,14,0
35.Desk.3,35,NA,8,NA,NA,Personal,NA,"28, 36, 29",3,surface,517,male,NA,35,Desk,Desk,Hand,3,NA,NA
35.Desk.4,35,2,8,18,0.04,Personal,0,"28, 36, 29",3,surface,384,male,2,35,Desk,Desk,Hand,4,7,6
35.Door.Handle.2,35,0,8,9,0.29,Personal,0,"28, 36, 29",3,surface,524,male,0.5,35,Door.Handle,Door Handle,Hand,2,14,0
35.Door.Handle.3,35,NA,8,NA,NA,Personal,NA,"28, 36, 29",3,surface,522,male,NA,35,Door.Handle,Door Handle,Hand,3,NA,NA
35.Door.Handle.4,35,2,8,18,0.04,Personal,0,"28, 36, 29",3,surface,658,male,2,35,Door.Handle,Door Handle,Hand,4,7,6
35.Floor.2,35,0,8,9,0.29,Personal,0,"28, 36, 29",3,surface,523,male,0.5,35,Floor,Floor,Floor,2,14,0
35.Floor.3,35,NA,8,NA,NA,Personal,NA,"28, 36, 29",3,surface,518,male,NA,35,Floor,Floor,Floor,3,NA,NA
35.Floor.4,35,2,8,18,0.04,Personal,0,"28, 36, 29",3,surface,659,male,2,35,Floor,Floor,Floor,4,7,6
35.Hand.1,35,NA,8,NA,NA,Personal,NA,"28, 36, 29",3,skin,19,male,NA,35,Hand,Hand,Hand,1,NA,NA
35.Hand.2,35,0,8,9,0.29,Personal,0,"28, 36, 29",3,skin,525,male,0.5,35,Hand,Hand,Hand,2,14,0
35.Hand.3,35,NA,8,NA,NA,Personal,NA,"28, 36, 29",3,skin,521,male,NA,35,Hand,Hand,Hand,3,NA,NA
35.Hand.4,35,2,8,18,0.04,Personal,0,"28, 36, 29",3,skin,657,male,2,35,Hand,Hand,Hand,4,7,6
35.Shoe.2,35,0,8,9,0.29,Personal,0,"28, 36, 29",3,surface,526,male,0.5,35,Shoe,Shoe,Floor,2,14,0
35.Shoe.3,35,NA,8,NA,NA,Personal,NA,"28, 36, 29",3,surface,520,male,NA,35,Shoe,Shoe,Floor,3,NA,NA
35.Shoe.4,35,2,8,18,0.04,Personal,0,"28, 36, 29",3,surface,656,male,2,35,Shoe,Shoe,Floor,4,7,6
36.Bed.Sheet.3,36,1,8,NA,3.5,Personal,0,"28, 35, 29",3,surface,246,female,8,36,Bed.Sheet,Bed Sheet,Hand,3,3,0
36.Desk.3,36,1,8,NA,3.5,Personal,0,"28, 35, 29",3,surface,243,female,8,36,Desk,Desk,Hand,3,3,0
36.Floor.3,36,1,8,NA,3.5,Personal,0,"28, 35, 29",3,surface,244,female,8,36,Floor,Floor,Floor,3,3,0
36.Hand.3,36,1,8,NA,3.5,Personal,0,"28, 35, 29",3,skin,241,female,8,36,Hand,Hand,Hand,3,3,0
36.Shoe.3,36,1,8,NA,3.5,Personal,0,"28, 35, 29",3,surface,242,female,8,36,Shoe,Shoe,Floor,3,3,0
37.Desk.2,37,0,8,5,0.19,Personal,0,Outside Study,1,surface,145,male,3,37,Desk,Desk,Hand,2,42,168
37.Desk.3,37,0,8,NA,NA,Personal,0,Outside Study,1,surface,119,male,3,37,Desk,Desk,Hand,3,56,168
37.Door.Handle.3,37,0,8,NA,NA,Personal,0,Outside Study,1,surface,111,male,3,37,Door.Handle,Door Handle,Hand,3,56,168
37.Floor.3,37,0,8,NA,NA,Personal,0,Outside Study,1,surface,135,male,3,37,Floor,Floor,Floor,3,56,168
37.Hand.1,37,NA,8,NA,NA,Personal,NA,Outside Study,1,skin,25,male,NA,37,Hand,Hand,Hand,1,NA,NA
37.Hand.3,37,0,8,NA,NA,Personal,0,Outside Study,1,skin,103,male,3,37,Hand,Hand,Hand,3,56,168
37.Shoe.3,37,0,8,NA,NA,Personal,0,Outside Study,1,surface,127,male,3,37,Shoe,Shoe,Floor,3,56,168
4.Bed.Sheet.2,4,3,5,20,0.02,Personal,0,NA,0,surface,190,male,10,4,Bed.Sheet,Bed Sheet,Hand,2,1,0
4.Bed.Sheet.4,4,3,5,15,2,Personal,3,NA,0,surface,319,male,10,4,Bed.Sheet,Bed Sheet,Hand,4,3,10
4.Desk.2,4,3,5,20,0.02,Personal,0,NA,0,surface,174,male,10,4,Desk,Desk,Hand,2,1,0
4.Desk.4,4,3,5,15,2,Personal,3,NA,0,surface,323,male,10,4,Desk,Desk,Hand,4,3,10
4.Door.Handle.2,4,3,5,20,0.02,Personal,0,NA,0,surface,182,male,10,4,Door.Handle,Door Handle,Hand,2,1,0
4.Floor.2,4,3,5,20,0.02,Personal,0,NA,0,surface,150,male,10,4,Floor,Floor,Floor,2,1,0
4.Hand.1,4,NA,5,NA,NA,Personal,NA,NA,0,skin,51,male,NA,4,Hand,Hand,Hand,1,NA,NA
4.Hand.2,4,3,5,20,0.02,Personal,0,NA,0,skin,166,male,10,4,Hand,Hand,Hand,2,1,0
4.Shoe.2,4,3,5,20,0.02,Personal,0,NA,0,surface,158,male,10,4,Shoe,Shoe,Floor,2,1,0
4.Shoe.4,4,3,5,15,2,Personal,3,NA,0,surface,321,male,10,4,Shoe,Shoe,Floor,4,3,10
5.Bed.Sheet.2,5,0,7,1,0.5,Personal,0,NA,0,surface,537,male,2,5,Bed.Sheet,Bed Sheet,Hand,2,14,0
5.Bed.Sheet.3,5,14,7,8,0.46,Personal,0,NA,0,surface,453,male,1,5,Bed.Sheet,Bed Sheet,Hand,3,1,0
5.Bed.Sheet.4,5,NA,7,NA,NA,Personal,NA,NA,0,surface,325,male,NA,5,Bed.Sheet,Bed Sheet,Hand,4,NA,NA
5.Desk.2,5,0,7,1,0.5,Personal,0,NA,0,surface,535,male,2,5,Desk,Desk,Hand,2,14,0
5.Desk.3,5,14,7,8,0.46,Personal,0,NA,0,surface,451,male,1,5,Desk,Desk,Hand,3,1,0
5.Door.Handle.2,5,0,7,1,0.5,Personal,0,NA,0,surface,539,male,2,5,Door.Handle,Door Handle,Hand,2,14,0
5.Door.Handle.3,5,14,7,8,0.46,Personal,0,NA,0,surface,452,male,1,5,Door.Handle,Door Handle,Hand,3,1,0
5.Door.Handle.4,5,NA,7,NA,NA,Personal,NA,NA,0,surface,326,male,NA,5,Door.Handle,Door Handle,Hand,4,NA,NA
5.Floor.2,5,0,7,1,0.5,Personal,0,NA,0,surface,538,male,2,5,Floor,Floor,Floor,2,14,0
5.Floor.3,5,14,7,8,0.46,Personal,0,NA,0,surface,454,male,1,5,Floor,Floor,Floor,3,1,0
5.Floor.4,5,NA,7,NA,NA,Personal,NA,NA,0,surface,324,male,NA,5,Floor,Floor,Floor,4,NA,NA
5.Hand.1,5,NA,7,NA,NA,Personal,NA,NA,0,skin,50,male,NA,5,Hand,Hand,Hand,1,NA,NA
5.Hand.2,5,0,7,1,0.5,Personal,0,NA,0,skin,536,male,2,5,Hand,Hand,Hand,2,14,0
5.Hand.3,5,14,7,8,0.46,Personal,0,NA,0,skin,455,male,1,5,Hand,Hand,Hand,3,1,0
5.Hand.4,5,NA,7,NA,NA,Personal,NA,NA,0,skin,328,male,NA,5,Hand,Hand,Hand,4,NA,NA
5.Shoe.2,5,0,7,1,0.5,Personal,0,NA,0,surface,540,male,2,5,Shoe,Shoe,Floor,2,14,0
5.Shoe.3,5,14,7,8,0.46,Personal,0,NA,0,surface,456,male,1,5,Shoe,Shoe,Floor,3,1,0
6.Bed.Sheet.2,6,0,7,13,0.42,Personal,1,12,1,surface,102,male,1,6,Bed.Sheet,Bed Sheet,Hand,2,1,2.4
6.Bed.Sheet.3,6,2,7,7,0.08,Personal,1,12,1,surface,446,male,2,6,Bed.Sheet,Bed Sheet,Hand,3,14,168
6.Bed.Sheet.4,6,0,7,5,0.25,Personal,1,12,1,surface,331,male,2,6,Bed.Sheet,Bed Sheet,Hand,4,5,168
6.Desk.2,6,0,7,13,0.42,Personal,1,12,1,surface,134,male,1,6,Desk,Desk,Hand,2,1,2.4
6.Desk.3,6,2,7,7,0.08,Personal,1,12,1,surface,449,male,2,6,Desk,Desk,Hand,3,14,168
6.Door.Handle.2,6,0,7,13,0.42,Personal,1,12,1,surface,118,male,1,6,Door.Handle,Door Handle,Hand,2,1,2.4
6.Door.Handle.3,6,2,7,7,0.08,Personal,1,12,1,surface,447,male,2,6,Door.Handle,Door Handle,Hand,3,14,168
6.Door.Handle.4,6,0,7,5,0.25,Personal,1,12,1,surface,332,male,2,6,Door.Handle,Door Handle,Hand,4,5,168
6.Floor.2,6,0,7,13,0.42,Personal,1,12,1,surface,110,male,1,6,Floor,Floor,Floor,2,1,2.4
6.Floor.3,6,2,7,7,0.08,Personal,1,12,1,surface,445,male,2,6,Floor,Floor,Floor,3,14,168
6.Floor.4,6,0,7,5,0.25,Personal,1,12,1,surface,330,male,2,6,Floor,Floor,Floor,4,5,168
6.Hand.1,6,NA,7,NA,NA,Personal,NA,12,1,skin,49,male,NA,6,Hand,Hand,Hand,1,NA,NA
6.Hand.2,6,0,7,13,0.42,Personal,1,12,1,skin,142,male,1,6,Hand,Hand,Hand,2,1,2.4
6.Hand.3,6,2,7,7,0.08,Personal,1,12,1,skin,448,male,2,6,Hand,Hand,Hand,3,14,168
6.Hand.4,6,0,7,5,0.25,Personal,1,12,1,skin,334,male,2,6,Hand,Hand,Hand,4,5,168
6.Shoe.2,6,0,7,13,0.42,Personal,1,12,1,surface,126,male,1,6,Shoe,Shoe,Floor,2,1,2.4
6.Shoe.3,6,2,7,7,0.08,Personal,1,12,1,surface,450,male,2,6,Shoe,Shoe,Floor,3,14,168
6.Shoe.4,6,0,7,5,0.25,Personal,1,12,1,surface,333,male,2,6,Shoe,Shoe,Floor,4,5,168
7.Bed.Sheet.2,7,0,6,5,0.63,Personal,0,NA,0,surface,505,male,1,7,Bed.Sheet,Bed Sheet,Hand,2,14,160
7.Bed.Sheet.3,7,3,5,5,0.25,Personal,0,NA,0,surface,514,male,1,7,Bed.Sheet,Bed Sheet,Hand,3,7,80
7.Desk.2,7,0,6,5,0.63,Personal,0,NA,0,surface,507,male,1,7,Desk,Desk,Hand,2,14,160
7.Desk.3,7,3,5,5,0.25,Personal,0,NA,0,surface,516,male,1,7,Desk,Desk,Hand,3,7,80
7.Door.Handle.2,7,0,6,5,0.63,Personal,0,NA,0,surface,510,male,1,7,Door.Handle,Door Handle,Hand,2,14,160
7.Door.Handle.3,7,3,5,5,0.25,Personal,0,NA,0,surface,511,male,1,7,Door.Handle,Door Handle,Hand,3,7,80
7.Floor.2,7,0,6,5,0.63,Personal,0,NA,0,surface,509,male,1,7,Floor,Floor,Floor,2,14,160
7.Floor.3,7,3,5,5,0.25,Personal,0,NA,0,surface,515,male,1,7,Floor,Floor,Floor,3,7,80
7.Hand.1,7,NA,6,NA,NA,Personal,NA,NA,0,skin,54,male,NA,7,Hand,Hand,Hand,1,NA,NA
7.Hand.2,7,0,6,5,0.63,Personal,0,NA,0,skin,508,male,1,7,Hand,Hand,Hand,2,14,160
7.Hand.3,7,3,5,5,0.25,Personal,0,NA,0,skin,513,male,1,7,Hand,Hand,Hand,3,7,80
7.Shoe.3,7,3,5,5,0.25,Personal,0,NA,0,surface,512,male,1,7,Shoe,Shoe,Floor,3,7,80
8.Bed.Sheet.2,8,3,6,4,0.25,Personal,0,30,1,surface,390,female,3,8,Bed.Sheet,Bed Sheet,Hand,2,3,0
8.Desk.2,8,3,6,4,0.25,Personal,0,30,1,surface,385,female,3,8,Desk,Desk,Hand,2,3,0
8.Door.Handle.2,8,3,6,4,0.25,Personal,0,30,1,surface,389,female,3,8,Door.Handle,Door Handle,Hand,2,3,0
8.Floor.2,8,3,6,4,0.25,Personal,0,30,1,surface,387,female,3,8,Floor,Floor,Floor,2,3,0
8.Hand.1,8,NA,6,NA,NA,Personal,NA,30,1,skin,34,female,NA,8,Hand,Hand,Hand,1,NA,NA
8.Hand.2,8,3,6,4,0.25,Personal,0,30,1,skin,386,female,3,8,Hand,Hand,Hand,2,3,0
8.Shoe.2,8,3,6,4,0.25,Personal,0,30,1,surface,388,female,3,8,Shoe,Shoe,Floor,2,3,0
9.Bed.Sheet.2,9,0.5,7,10,1,Personal,0,16,1,surface,271,male,2,9,Bed.Sheet,Bed Sheet,Hand,2,14,0
9.Desk.2,9,0.5,7,10,1,Personal,0,16,1,surface,273,male,2,9,Desk,Desk,Hand,2,14,0
9.Door.Handle.2,9,0.5,7,10,1,Personal,0,16,1,surface,276,male,2,9,Door.Handle,Door Handle,Hand,2,14,0
9.Floor.2,9,0.5,7,10,1,Personal,0,16,1,surface,274,male,2,9,Floor,Floor,Floor,2,14,0
9.Hand.1,9,NA,7,NA,NA,Personal,NA,16,1,skin,36,male,NA,9,Hand,Hand,Hand,1,NA,NA
9.Hand.2,9,0.5,7,10,1,Personal,0,16,1,skin,272,male,2,9,Hand,Hand,Hand,2,14,0
9.Shoe.2,9,0.5,7,10,1,Personal,0,16,1,surface,275,male,2,9,Shoe,Shoe,Floor,2,14,0
Env.Br5.1,Env,NA,5,NA,NA,Common,NA,NA,NA,surface,44,NA,NA,Env,Br5,Bathroom,Hand,1,NA,NA
Env.Br5.2,Env,NA,5,NA,NA,Common,NA,NA,NA,surface,351,NA,NA,Env,Br5,Bathroom,Hand,2,NA,NA
Env.Br5.3,Env,NA,5,NA,NA,Common,NA,NA,NA,surface,75,NA,NA,Env,Br5,Bathroom,Hand,3,NA,NA
Env.Br5.4,Env,NA,5,NA,NA,Common,NA,NA,NA,surface,338,NA,NA,Env,Br5,Bathroom,Hand,4,NA,NA
Env.Br51.1,Env,NA,5,NA,NA,Common,NA,NA,NA,surface,43,NA,NA,Env,Br51,Bathroom,Hand,1,NA,NA
Env.Br51.2,Env,NA,5,NA,NA,Common,NA,NA,NA,surface,378,NA,NA,Env,Br51,Bathroom,Hand,2,NA,NA
Env.Br51.3,Env,NA,5,NA,NA,Common,NA,NA,NA,surface,79,NA,NA,Env,Br51,Bathroom,Hand,3,NA,NA
Env.Br51.4,Env,NA,5,NA,NA,Common,NA,NA,NA,surface,292,NA,NA,Env,Br51,Bathroom,Hand,4,NA,NA
Env.Br6.1,Env,NA,6,NA,NA,Common,NA,NA,NA,surface,3,NA,NA,Env,Br6,Bathroom,Hand,1,NA,NA
Env.Br6.2,Env,NA,6,NA,NA,Common,NA,NA,NA,surface,352,NA,NA,Env,Br6,Bathroom,Hand,2,NA,NA
Env.Br6.3,Env,NA,6,NA,NA,Common,NA,NA,NA,surface,77,NA,NA,Env,Br6,Bathroom,Hand,3,NA,NA
Env.Br6.4,Env,NA,6,NA,NA,Common,NA,NA,NA,surface,86,NA,NA,Env,Br6,Bathroom,Hand,4,NA,NA
Env.Br7.1,Env,NA,7,NA,NA,Common,NA,NA,NA,surface,4,NA,NA,Env,Br7,Bathroom,Hand,1,NA,NA
Env.Br7.2,Env,NA,7,NA,NA,Common,NA,NA,NA,surface,382,NA,NA,Env,Br7,Bathroom,Hand,2,NA,NA
Env.Br7.3,Env,NA,7,NA,NA,Common,NA,NA,NA,surface,71,NA,NA,Env,Br7,Bathroom,Hand,3,NA,NA
Env.Br7.4,Env,NA,7,NA,NA,Common,NA,NA,NA,surface,289,NA,NA,Env,Br7,Bathroom,Hand,4,NA,NA
Env.Br8.1,Env,NA,8,NA,NA,Common,NA,NA,NA,surface,1,NA,NA,Env,Br8,Bathroom,Hand,1,NA,NA
Env.Br8.2,Env,NA,8,NA,NA,Common,NA,NA,NA,surface,353,NA,NA,Env,Br8,Bathroom,Hand,2,NA,NA
Env.Br8.3,Env,NA,8,NA,NA,Common,NA,NA,NA,surface,81,NA,NA,Env,Br8,Bathroom,Hand,3,NA,NA
Env.Br8.4,Env,NA,8,NA,NA,Common,NA,NA,NA,surface,337,NA,NA,Env,Br8,Bathroom,Hand,4,NA,NA
Env.Ctrl.1,Env,NA,,NA,NA,Common,NA,NA,NA,control blank DNA extraction,24,NA,NA,Env,Ctrl,Ctrl,Ctrl,1,NA,NA
Env.Eb1.1,Env,NA,1,NA,NA,Common,NA,NA,NA,surface,9,NA,NA,Env,Eb1,Elevator Button,Hand,1,NA,NA
Env.Eb1.2,Env,NA,1,NA,NA,Common,NA,NA,NA,surface,340,NA,NA,Env,Eb1,Elevator Button,Hand,2,NA,NA
Env.Eb1.3,Env,NA,1,NA,NA,Common,NA,NA,NA,surface,78,NA,NA,Env,Eb1,Elevator Button,Hand,3,NA,NA
Env.Eb1.4,Env,NA,1,NA,NA,Common,NA,NA,NA,surface,93,NA,NA,Env,Eb1,Elevator Button,Hand,4,NA,NA
Env.Eb5.1,Env,NA,5,NA,NA,Common,NA,NA,NA,surface,2,NA,NA,Env,Eb5,Elevator Button,Hand,1,NA,NA
Env.Eb5.2,Env,NA,5,NA,NA,Common,NA,NA,NA,surface,339,NA,NA,Env,Eb5,Elevator Button,Hand,2,NA,NA
Env.Eb5.3,Env,NA,5,NA,NA,Common,NA,NA,NA,surface,83,NA,NA,Env,Eb5,Elevator Button,Hand,3,NA,NA
Env.Eb6.1,Env,NA,6,NA,NA,Common,NA,NA,NA,surface,5,NA,NA,Env,Eb6,Elevator Button,Hand,1,NA,NA
Env.Eb6.2,Env,NA,6,NA,NA,Common,NA,NA,NA,surface,380,NA,NA,Env,Eb6,Elevator Button,Hand,2,NA,NA
Env.Eb6.3,Env,NA,6,NA,NA,Common,NA,NA,NA,surface,68,NA,NA,Env,Eb6,Elevator Button,Hand,3,NA,NA
Env.Eb6.4,Env,NA,6,NA,NA,Common,NA,NA,NA,surface,294,NA,NA,Env,Eb6,Elevator Button,Hand,4,NA,NA
Env.Eb7.1,Env,NA,7,NA,NA,Common,NA,NA,NA,surface,6,NA,NA,Env,Eb7,Elevator Button,Hand,1,NA,NA
Env.Eb7.2,Env,NA,7,NA,NA,Common,NA,NA,NA,surface,381,NA,NA,Env,Eb7,Elevator Button,Hand,2,NA,NA
Env.Eb7.3,Env,NA,7,NA,NA,Common,NA,NA,NA,surface,80,NA,NA,Env,Eb7,Elevator Button,Hand,3,NA,NA
Env.Eb7.4,Env,NA,7,NA,NA,Common,NA,NA,NA,surface,290,NA,NA,Env,Eb7,Elevator Button,Hand,4,NA,NA
Env.Eb8.1,Env,NA,8,NA,NA,Common,NA,NA,NA,surface,17,NA,NA,Env,Eb8,Elevator Button,Hand,1,NA,NA
Env.Eb8.2,Env,NA,8,NA,NA,Common,NA,NA,NA,surface,383,NA,NA,Env,Eb8,Elevator Button,Hand,2,NA,NA
Env.Eb8.3,Env,NA,8,NA,NA,Common,NA,NA,NA,surface,73,NA,NA,Env,Eb8,Elevator Button,Hand,3,NA,NA
Env.Fl5.2,Env,NA,5,NA,NA,Common,NA,NA,NA,surface,342,NA,NA,Env,Fl5,Hallway,Hand,2,NA,NA
Env.Fl5.3,Env,NA,5,NA,NA,Common,NA,NA,NA,surface,95,NA,NA,Env,Fl5,Hallway,Hand,3,NA,NA
Env.Fl5.4,Env,NA,5,NA,NA,Common,NA,NA,NA,surface,296,NA,NA,Env,Fl5,Hallway,Hand,4,NA,NA
Env.Fl5c.2,Env,NA,5,NA,NA,Common,NA,NA,NA,surface,348,NA,NA,Env,Fl5c,Hallway,Hand,2,NA,NA
Env.Fl6.2,Env,NA,6,NA,NA,Common,NA,NA,NA,surface,349,NA,NA,Env,Fl6,Hallway,Hand,2,NA,NA
Env.Fl6.3,Env,NA,6,NA,NA,Common,NA,NA,NA,surface,94,NA,NA,Env,Fl6,Hallway,Hand,3,NA,NA
Env.Fl6.4,Env,NA,6,NA,NA,Common,NA,NA,NA,surface,85,NA,NA,Env,Fl6,Hallway,Hand,4,NA,NA
Env.Fl7.2,Env,NA,7,NA,NA,Common,NA,NA,NA,surface,346,NA,NA,Env,Fl7,Hallway,Hand,2,NA,NA
Env.Fl7.3,Env,NA,7,NA,NA,Common,NA,NA,NA,surface,88,NA,NA,Env,Fl7,Hallway,Hand,3,NA,NA
Env.Fl7.4,Env,NA,7,NA,NA,Common,NA,NA,NA,surface,299,NA,NA,Env,Fl7,Hallway,Hand,4,NA,NA
